analysis             sr                         signal_normevents  signal_err_tot  
cms_sus_16_039       SS23                       0.0                2493.26         
cms_sus_16_039       SS24                       0.0                2493.26         
cms_sus_16_039       SS25                       0.0                2493.26         
cms_sus_16_039       SS26                       0.0                2493.26         
cms_sus_16_039       SS27                       0.0                2493.26         
cms_sus_16_039       SS28                       0.0                2493.26         
cms_sus_16_039       SS29                       0.0                2493.26         
cms_sus_16_039       SS30                       0.0                2493.26         
cms_sus_16_048       SR1_weakino_1low_mll_1     0.0                2493.26         
cms_sus_16_048       SR1_weakino_1low_mll_2     0.0                2493.26         
cms_sus_16_048       SR1_weakino_1low_mll_3     0.0                2493.26         
cms_sus_16_048       SR1_weakino_1low_mll_4     0.0                2493.26         
cms_sus_16_048       SR1_weakino_2media_mll_1   0.0                2493.26         
cms_sus_16_048       SR1_weakino_2media_mll_2   0.0                2493.26         
cms_sus_16_048       SR1_weakino_2media_mll_3   0.0                2493.26         
cms_sus_16_048       SR1_weakino_2media_mll_4   0.0                2493.26         
cms_sus_16_048       SR1_weakino_3high_mll_1    0.0                2493.26         
cms_sus_16_048       SR1_weakino_3high_mll_2    0.0                2493.26         
cms_sus_16_048       SR1_weakino_3high_mll_3    0.0                2493.26         
cms_sus_16_048       SR1_weakino_3high_mll_4    0.0                2493.26         
cms_sus_16_048       SR2_stop_1low_pt_1         0.0                2493.26         
cms_sus_16_048       SR2_stop_1low_pt_2         0.0                2493.26         
cms_sus_16_048       SR2_stop_1low_pt_3         0.0                2493.26         
cms_sus_16_048       SR2_stop_2media_pt_1       0.0                2493.26         
cms_sus_16_048       SR2_stop_2media_pt_2       0.0                2493.26         
cms_sus_16_048       SR2_stop_2media_pt_3       0.0                2493.26         
cms_sus_16_048       SR2_stop_3high_pt_1        0.0                2493.26         
cms_sus_16_048       SR2_stop_3high_pt_2        0.0                2493.26         
cms_sus_16_048       SR2_stop_3high_pt_3        0.0                2493.26         
